FECHA;ALMACEN;CLIENTE;TIPO DOCUMENTO;PRODUCTO;CANTIDAD;UNIDAD;TOTAL;MONTO PAGADO;DIFERENCIA;ESTADO DE ENTREGA;ESTADO DE PAGO;TIPO DE ENTREGA;METOPO DE PAGO
20/09/2025;CURVA;CORPORACION BD&S;FACTURA;JASPE GREY;4;0;$144.00;$144.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CORPORACION BD&S;FACTURA;VENUS GOLD;23;0;$860.86;$860.86;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;LUHARS - CARAZ;FACTURA;LONDON HUMO;152;0;$5,362.56;$5,362.56;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;ARTE Y CERAMICA;FACTURA;MADERA PAROTA;90;1;$3,240.00;$3,240.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;ARTE Y CERAMICA;FACTURA;NEGRO VITRIFICADO;42;1;$1,512.00;$1,512.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;CORAL - HUANCAYO;FACTURA;TIBET HUESO;40;0;$1,152.00;$1,152.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;LUHARS - CARAZ;FACTURA;ACERADO CLARO;27;7;$801.00;$801.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;MARCO ANTONIO - CHIMBOTE;FACTURA;VENATO;24;5;$716.00;$716.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;SANTA CAROLINA;JESUS;FACTURA;SEPIA 120;14;0;$604.80;$604.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;ALESSIA 987;FACTURA;HOJAS CALACATA;20;0;$583.20;$583.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;DECORMAX 992;FACTURA;MADERA WHITE;18;2;$519.50;$519.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CASA YURACITO - CARAZ;FACTURA;HUESO;18;0;$466.56;$466.56;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CERVA;FACTURA;CALACATA MATE;11;0;$403.90;$403.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;GALLARDO - SURQUILLO;FACTURA;STELLAR;8;0;$388.80;$388.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;GAVINO 938B;FACTURA;MARMOL GRIS;7;1;$378.00;$378.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;ADONAY;FACTURA;GENESIS NEGRO 120;5;0;$367.20;$367.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;JANET 1085;FACTURA;GENESIS NEGRO 120;3;0;$318.00;$318.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;RONY;FACTURA;GENESIS NEGRO 120;2;1;$260.00;$260.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;RONY;FACTURA;SAVATARIO DARK;8;0;S/ 258.40;S/ 259.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CONSORCIO 801;FACTURA;CIRIUS MARRON;7;0;$257.00;$257.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;GAELA - CARAZ;FACTURA;MEK BEIGE 120;8;0;$250.80;$250.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;CHOCACA;FACTURA;DALIA CARAMELO;7;0;$226.10;$226.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CASMA;FACTURA;DIAMANTE BOMBAY;9;0;$225.00;$225.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;MARCO ANTONIO - CHIMBOTE;FACTURA;PARQUET BEIGE;6;0;$220.30;$220.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;TEO 1105;FACTURA;CALACATA;6;7;$197.60;$197.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;SANTA CAROLINA;ANTONIO SURQUILLO;FACTURA;CAOBA DARK 120;4;0;$180.00;$180.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CASMA;FACTURA;LARA GRAFITO;6;0;$175.00;$175.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CERVA;FACTURA;BLANCO BRILLANTE;5;5;$162.00;$162.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CERVA;FACTURA;CEMENTO GRIS;4;0;$149.80;$149.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;RICHARD ASCIS 103;FACTURA;GENESIS MAREON 120;2;0;$146.90;$146.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;CONSTRUDECOR;FACTURA;APOLO GRIS;3;0;$145.80;$145.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;MARCO ANTONIO - CHIMBOTE;FACTURA;ESPECIES;0;24;$144.00;$144.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;MELISSA 923A;FACTURA;MONTANA CEDRO;3;0;$129.60;$129.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;CERVA;FACTURA;HUESO;5;0;$129.60;$129.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;MARCO ANTONIO - CHIMBOTE;FACTURA;MARBEL GOLDEN;2;0;$109.44;$109.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;AYALA 1049;FACTURA;GENESIS NEGRO 120;1;0;$104.00;$104.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;SANTA CAROLINA;REAL CASA;FACTURA;CAOBA DARK 120;2;0;$88.90;$88.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;SANTA CAROLINA;REAL CASA;FACTURA;SUPER NEGRO;0;1;$86.40;$86.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;DECORMAX 992;FACTURA;ELECTRIC BEIGE;3;0;$84.20;$84.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;ADONAY;FACTURA;SAVATARIO DARK;2;1;S/ 68.20;S/ 69.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;REAL CASA;FACTURA;MATE MIX 66048;1;2;$52.90;$52.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;PELANCHO;FACTURA;HUESO;2;0;$51.80;$51.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;TEO 1105;FACTURA;CAOBA GREY;1;5;$48.70;$48.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;KASA LINDA 952;FACTURA;BRECIA NOGAL;1;0;$36.70;$36.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;GAVINO 938B;FACTURA;SUPER BLANCO;1;0;$36.70;$36.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;YOMONA;FACTURA;MARMOL GRIS;1;1;$35.90;$35.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;ROSSY;FACTURA;BLANCO BRILLANTE;1;0;$29.20;$29.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;PABLO;FACTURA;OLIVO NATURAL;0;3;$27.50;$27.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;PABLO;FACTURA;FIRENSE;0;2;$18.40;$18.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;ROMERO;FACTURA;CEMENTO GRIS;0;5;$7.90;$7.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;LUHARS - CARAZ;FACTURA;PARQUET BEIGE;0;3;$75.53;$75.53;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;CURVA;JESUS MARGARITO - HUARAZ;FACTURA;NEGRO MATE;11;0;$411.84;$411.84;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
20/09/2025;MILLA;CASA IDEAL - TRUJILLO;FACTURA;MONTANA CEDRO;40;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;CORPORACION BD&S;FACTURA;HOJAS CALACATA;3;7;$114.70;$114.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;CORPORACION BD&S;FACTURA;VENATO;8;0;$235.05;$235.05;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;CORPORACION BD&S;FACTURA;BLANCO VITRIFICADO;15;0;$561.00;$561.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;CORPORACION BD&S;FACTURA;BLANCO VITRIFICADO;15;0;$561.00;$561.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;CORPORACION BD&S;FACTURA;STELLAR;0;1;$9.36;$9.36;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;MUNDO;FACTURA;PARQUET BEIGE;2;2;$88.21;$88.21;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;KRONOS HUARAZ;FACTURA;MARMOL GRIS;101;0;$3,679.63;$3,679.63;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;IMPESA 939B;FACTURA;RUSTICO BEIGE;63;0;$2,177.28;$2,177.28;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;AYM CERAMIC IMPORT;FACTURA;CANTERA;42;0;$1,542.24;$1,542.24;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;ALBERTO PIURA;FACTURA;BRICK BLANCO;40;0;$1,440.00;$1,440.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;MIGUEL;FACTURA;OREO BLACK;32;0;$1,276.40;$1,276.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;MARICIELO;FACTURA;CEMENTO HUESO;30;0;$1,093.00;$1,093.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;CORP. DELA;FACTURA;GENESIS MAREON 120;10;0;$1,040.00;$1,040.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;SANTA CAROLINA;DECORMAX 992;FACTURA;WOOD NATURAL;16;5;$896.90;$896.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;ROMERO;FACTURA;NEVADO GRIS;22;3;$835.40;$835.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;ROBERTO;FACTURA;TORMENTA INVERNAL;14;1;$523.30;$523.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;RONY;FACTURA;SILVER AZUL;16;0;$516.80;$516.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;STA. CLORINDA 968;FACTURA;GENESIS MAREON 120;7;0;$514.10;$514.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;MORAN;FACTURA;RUSTICO BEIGE;13;3;$500.00;$500.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;ALESSIA 945B;FACTURA;HOJAS CALACATA;16;0;$466.60;$466.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;YOMONA;FACTURA;BRECIA ROBLE;10;0;$426.00;$426.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;LIDIA - CHIMBOTE;FACTURA;NEGRO VITRIFICADO 120;10;0;$410.40;$410.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;LIDIA - CHIMBOTE;FACTURA;OREO BLACK;10;0;$410.40;$410.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;REAL CASA;FACTURA;GENESIS NEGRO 120;4;0;$408.00;$408.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;REAL CASA;FACTURA;BLANCO VITRIFICADO;10;0;$367.20;$367.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;MUNDO;FACTURA;GENESIS NEGRO 120;3;1;$364.00;$364.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;RICHARD ASCIS 103;FACTURA;DIAMOND GRAFITO;11;1;$324.00;$324.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;CHOCACA;FACTURA;GENESIS MAREON 120;3;0;$312.00;$312.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;PAMESA 977A;FACTURA;GRANITO CHINO 120;4;0;$293.80;$293.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;JORGE - CAJAMARCA;FACTURA;MADERA WHITE;9;0;$265.70;$265.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;GUADALUPANA;FACTURA;GENESIS NEGRO 120;2;1;$260.00;$260.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;ANIBAL;FACTURA;GENESIS NEGRO 120;3;2;$257.00;$257.00;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
22/09/2025;CURVA;DECORMAX 992;FACTURA;ALVINA GREY;6;0;$211.70;$211.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;MARICIELO;FACTURA;SUPER NEGRO;5;0;$201.60;$201.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;MEGA CERAMICA 1039;FACTURA;ESPECIES;7;0;$201.10;$201.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;PELANCHO;FACTURA;SATINADO GREY;5;0;$183.60;$183.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;ALFONSO DORADOR;FACTURA;RUSTICO BEIGE;5;0;$176.40;$176.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;ARET 845;FACTURA;FORESTA CARAMELO;4;0;$172.80;$172.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;DECOR'S STYLE 978;FACTURA;WOOD ARTICO;4;3;$167.60;$167.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;DECORMAX 992;FACTURA;SUPER NEGRO;4;0;$161.30;$161.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;STA. CLORINDA 950;FACTURA;LUCIA CLARO;5;2;$152.30;$152.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;CHOCACA;FACTURA;FARIDA BEIGE;4;0;$146.90;$146.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;PABLO;FACTURA;SAVATARIO BROWN;4;0;S/ 146.90;S/ 147.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;ANTONIO SURQUILLO;FACTURA;GENESIS MAREON 120;2;0;$146.88;$146.88;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;DECORMAX 992;FACTURA;NEGRO VITRIFICADO;4;0;$141.12;$141.12;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;CHOCACA;FACTURA;ARCE NATURAL;3;0;$133.92;$133.92;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
22/09/2025;SANTA CAROLINA;REAL CASA;FACTURA;ALVA GRIS;3;0;$133.20;$133.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;DALILA 1019;FACTURA;LUCIA CLARO;4;4;$129.60;$129.60;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
22/09/2025;CURVA;MARICIELO;FACTURA;TIGIRLLO MARRON;3;0;$112.32;$112.32;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;GALERIA 931;FACTURA;STELLAR;3;0;$110.20;$110.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;ADONAY;FACTURA;NEGRO VITRIFICADO 120;2;0;$83.52;$83.52;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;CONSORCIO 801;FACTURA;NEGRO VITRIFICADO 120;2;0;$82.10;$82.10;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;CORPORACION BD&S;FACTURA;ORION NEGRO;1;0;$80.00;$80.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;JYS PASAJE;FACTURA;GENESIS BLANCO 120;1;0;$73.44;$73.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;KIARA;FACTURA;DIAMANTE BOMBAY;2;0;$73.44;$73.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;SIN TIENDA;FACTURA;GENESIS NEGRO 120;1;0;$73.40;$73.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;DALGRISA 1069;FACTURA;GRANITO GRAFITO 120;1;0;$73.40;$73.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;DALILA 1019;FACTURA;MADERA NEVADO;2;0;$73.40;$73.40;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
22/09/2025;MILLA;REAL CASA;FACTURA;GRANITO PLATA 60;0;1;$68.00;$68.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;RICHARD ASCIS 103;FACTURA;HUESO;2;0;$51.80;$51.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;WORK CENTER - HUARAZ;FACTURA;MONTANA CEDRO;1;1;$45.90;$45.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;MILLA;REAL CASA;FACTURA;SUPER BLANCO;1;0;$36.70;$36.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;STA. CLORINDA 950;FACTURA;CEMENTO GRAFITO;1;1;$35.90;$35.90;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
22/09/2025;CURVA;COMERCIAL ISAC;FACTURA;DIAMANTE CLARO;1;1;$32.40;$32.40;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
22/09/2025;CURVA;COMERCIAL ISAC;FACTURA;JASPE GREY;0;1;$9.00;$9.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;ADONAY;FACTURA;CEMENTO GRIS;1;5;$70.35;$70.35;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;DECORMAX 992;FACTURA;PERLA IMPERIAL;6;2;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
22/09/2025;SANTA CAROLINA;REAL CASA;FACTURA;FARIDA BEIGE;2;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
22/09/2025;CURVA;DECORMAX 992;FACTURA;CEMENTO GRAFITO;6;0;$0.00;$0.00;$0.00;ANULADO;ANULADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;DECOR HOGAR - CHIMBOTE;FACTURA;SOFIA CORAL;2;0;$63.35;$63.35;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;PABLO;FACTURA;FIRENSE;3;0;$110.16;$110.16;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;LIDIA - CHIMBOTE;FACTURA;PERLA IMPERIAL;10;0;$353.00;$353.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;MARCO ANTONIO - CHIMBOTE;FACTURA;NACAR BEIGE;30;0;$1,123.50;$1,123.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;CORPORACION BD&S;FACTURA;NEGRO VITRIFICADO 120;1;0;$72.00;$72.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;CORPORACION BD&S;FACTURA;FIRENSE;5;0;$183.60;$183.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;CORPORACION BD&S;FACTURA;PERLA IMPERIAL;50;0;$1,765.00;$1,765.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;GLADYS;FACTURA;MATE NEGRO;1000;0;$35,280.00;$35,280.00;$0.00;ENTREGADO;PAGADO;ENVIAR;TRANS. BCP
23/09/2025;CURVA;KASA LINDA 952;FACTURA;HUESO;176;0;$4,384.52;$4,384.52;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;RICHARD ASCIS 103;FACTURA;MATRIX GRIS;37;0;$1,758.24;$1,758.24;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;CERAMICOS Y&A;FACTURA;GENESIS NEGRO 120;17;0;$1,734.00;$1,734.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;DALILA 1019;FACTURA;MADERA PAROTA;48;0;$1,728.00;$1,728.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;GEM - CHIMBOTE;FACTURA;ATHENAS VITRIFICADO;37;0;$1,358.64;$1,358.64;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;DECORMART - SURQUILLO;FACTURA;LONDON HUMO;28;0;$1,008.00;$1,008.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;REAL CASA;FACTURA;GALAXI BLACK 120;27;0;$991.44;$991.44;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;MIGUEL;FACTURA;HUESO;30;0;$777.60;$777.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;LIDIA - CHIMBOTE;FACTURA;WFG66004 MATE;21;1;$749.70;$749.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;JERSON CASHPA;FACTURA;TORMENTA INVERNAL;19;0;$697.68;$697.68;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;CASA BLANCA;FACTURA;GENESIS MAREON 120;9;0;$660.96;$660.96;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;RICHARD ASCIS 103;FACTURA;APOLO GRIS;11;1;$542.70;$542.70;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;LUSBY;FACTURA;MEK BEIGE 120;17;0;$533.00;$533.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;DECORMART - SURQUILLO;FACTURA;CEMENTO HUESO;14;0;$514.08;$514.08;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;SANTA CRUZ 1069;FACTURA;GRANITO GRAFITO 120;6;2;$477.36;$477.36;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;RONY;FACTURA;GENESIS NEGRO 120;4;1;$306.00;$306.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;ROMERO;FACTURA;ELECTRIC BEIGE;8;0;$230.40;$230.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;DALGRISA 1069;FACTURA;GRANITO GRAFITO 120;3;0;$220.30;$220.30;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;MILLA;GYH 905;FACTURA;MARMOL GRIS;3;1;$176.40;$176.40;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;CERVA;FACTURA;GENESIS NEGRO 120;2;1;$165.20;$165.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;PELANCHO;FACTURA;SUPER NEGRO;4;0;$164.20;$164.20;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;DAVID 931;FACTURA;OREO BLACK;5;0;$161.50;$161.50;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;SANTA CAROLINA;GALERIA 1019;FACTURA;WOOD ARTICO;2;5;$151.00;$151.00;$0.00;ENTREGADO;PAGADO;ENVIAR;YAPE
23/09/2025;MILLA;MELISSA 923A;FACTURA;PARQUET BEIGE;4;0;$149.80;$149.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;ARQUIDICEÑO 957;FACTURA;GENESIS MAREON 120;2;0;$146.90;$146.90;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;DECORMAX 992;FACTURA;MARBLE MARRON;5;0;$145.80;$145.80;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;ARET 845;FACTURA;RUSTICO BEIGE;4;0;$144.00;$144.00;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;CERVA;FACTURA;LADRILLO BLANCO;4;8;$142.60;$142.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
23/09/2025;CURVA;DECORMAX 992;FACTURA;PERLA IMPERIAL;3;0;$129.60;$129.60;$0.00;ENTREGADO;PAGADO;ENVIAR;EFECTIVO
